Tsp,Tsr,Pts (MW),Pnt (MW),Time,Tn,Tp,Q (m3/h),E (MWh),temp,dew,humidity,snowdepth,windspeed
22,75,0,0,6/6/2016 16:00,39.3,31.12,0.32,690854.5,20,18,88.27,0,11.2
21,75,0,0,6/6/2016 17:00,39.3,31.12,0.32,690854.5,20,16.9,82.49,0,17.3
20,75,0,0,6/6/2016 18:00,39.3,31.12,0.32,690854.5,20,17,82.87,0,9.4
18,75,0,0,6/6/2016 19:00,39.3,31.12,0.32,690854.5,19,17,88.18,0,11.2
18,75,0,0,6/6/2016 20:00,39.3,31.12,0.32,690854.5,18,15.9,87.66,0,7.3
17,75,0,0,6/6/2016 21:00,39.3,31.12,0.32,690854.5,18,16,88.1,0,3.6
17,75,0,0,6/6/2016 22:00,39.3,31.12,0.32,690854.5,18,16,88.1,0,1.8
17,75,0,0,6/6/2016 23:00,39.3,31.12,0.32,690854.5,17,14.9,87.54,0,5.3
16,75,0,0,6/7/2016 0:00,39.3,31.12,0.32,690854.5,16,14,87.92,0,9.4
14,75,0,0,6/7/2016 1:00,39.3,31.12,0.32,690854.5,15,14,93.74,0,9.4
13,76,0,0,6/7/2016 2:00,39.3,31.12,0.32,690854.5,12.1,12,99.2,0,8.9
13,76,0,0,6/7/2016 3:00,39.3,31.12,0.32,690854.5,12,12,100,0,9.4
13,76,0,0,6/7/2016 4:00,39.3,31.12,0.32,690854.5,12,12,99.99,0,3.6
14,75,0,0,6/7/2016 5:00,39.3,31.12,0.32,690854.5,12,12,99.81,0,0
16,75,0,0,6/7/2016 6:00,39.3,31.12,0.32,690854.5,12,12,100,0,0
18,75,0,0,6/7/2016 7:00,39.3,31.12,0.32,690854.5,13,13,100,0,1.8
19,75,0,0,6/7/2016 8:00,39.3,31.12,0.32,690854.5,15.9,15.8,99.08,0,1.9
21,75,0,0,6/7/2016 9:00,39.3,31.12,0.32,690854.5,17,16,93.84,0,3.6
23,75,0,0,6/7/2016 10:00,39.3,31.12,0.32,690854.5,20,16,77.76,0,20.5
23,75,0,0,6/7/2016 11:00,39.3,31.12,0.32,690854.5,20.9,15.8,72.5,0,14.2
24,75,0,0,6/7/2016 12:00,39.3,31.12,0.32,690854.5,22,16,68.77,0,18.4
26,75,0,0,6/7/2016 13:00,19.98,20,0,9873.2,23,16,64.71,0,20.5
22,75,0,0,6/7/2016 14:00,20.03,20.02,0,9873.2,23.9,14.9,56.96,0,23.1
22,75,0,0,6/7/2016 15:00,20.06,20.02,0,9873.2,22,14,60.46,0,11.2
25,75,0,0,6/7/2016 16:00,20.08,19.99,0,9873.2,21,13,60.23,0,18.4
24,75,0,0,6/7/2016 17:00,20.12,20.04,0,9873.2,19.9,15,73.32,0,15.9
22,75,0,0,6/7/2016 18:00,20.13,20,0,9873.2,21,14,64.28,0,13
19,75,0,0,6/7/2016 19:00,20.14,20.02,0,9873.2,20,13,64.06,0,13
19,75,0,0,6/7/2016 20:00,20.13,20.02,0,9873.2,18,13.9,76.66,0,5.3
18,75,0,0,6/7/2016 21:00,20.14,19.99,0,9873.2,18,14,77.46,0,5.4
17,75,0,0,6/7/2016 22:00,20.11,19.98,0,9873.2,18,13,72.57,0,3.6
16,75,0,0,6/7/2016 23:00,20.07,19.96,0,9873.2,16,12.9,82.08,0,5.4
14,75,0,0,6/8/2016 0:00,19.99,19.93,0,9873.2,15,13,87.83,0,5.4
14,75,0,0,6/8/2016 1:00,19.92,19.89,0,9873.2,14,13,93.7,0,3.6
14,75,0,0,6/8/2016 2:00,19.84,19.82,0,9873.2,13,11.9,93.52,0,7.3
14,75,0,0,6/8/2016 3:00,19.77,19.82,0,9873.2,11,11,100,0,5.4
13,76,0,0,6/8/2016 4:00,19.71,19.78,0,9873.2,10,10,100,0,1.8
13,76,0,0,6/8/2016 5:00,19.66,19.75,0,9873.2,10.1,11,100,0,1.8
14,75,0,0,6/8/2016 6:00,19.61,19.71,0,9873.2,11,11,100,0,0
16,75,0,0,6/8/2016 7:00,19.58,19.71,0,9873.2,11,11,100,0,1.8
18,75,0,0,6/8/2016 8:00,19.57,19.71,0,9873.2,15,13.8,92.56,0,1.9
20,75,0,0,6/8/2016 9:00,19.58,19.75,0,9873.2,18,12,67.96,0,7.6
21,75,0,0,6/8/2016 10:00,19.6,19.78,0,9873.2,20,13,64.06,0,3.6
24,75,0,0,6/8/2016 11:00,19.65,19.78,0,9873.2,21,13.8,63.55,0,3.6
25,75,0,0,6/8/2016 12:00,19.69,19.82,0,9873.2,21,13,60.23,0,3.6
24,75,0,0,6/8/2016 13:00,19.75,19.83,0,9873.2,22,13,56.65,0,11.2
31,75,0,0,6/8/2016 14:00,19.79,19.86,0,9873.2,23.9,11.9,47.09,0,12.3
37,75,0,0,6/8/2016 15:00,19.82,19.85,0,9873.2,24,11,43.99,0,11.2
35,75,0,0,6/8/2016 16:00,19.87,19.89,0,9873.2,23,10,43.71,0,7.6
36,75,0,0,6/8/2016 17:00,19.9,19.89,0,9873.2,23,10.9,46.51,0,11.1
33,75,0,0,6/8/2016 18:00,19.94,19.88,0,9873.2,23,10,43.71,0,9.4
22,75,0,0,6/8/2016 19:00,20,19.89,0,9873.2,22,11,49.66,0,11.2
20,75,0,0,6/8/2016 20:00,19.99,19.89,0,9873.2,20,11,56.16,0,5.3
18,75,0,0,6/8/2016 21:00,19.98,19.87,0,9873.2,19,10,55.9,0,9.4
17,75,0,0,6/8/2016 22:00,19.97,19.84,0,9873.2,18,11,63.62,0,5.4
16,75,0,0,6/8/2016 23:00,19.94,19.82,0,9873.2,15,11.9,81.81,0,3.6
15,75,0,0,6/9/2016 0:00,19.87,19.8,0,9873.2,14,12,87.75,0,5.4
14,75,0,0,6/9/2016 1:00,19.81,19.76,0,9873.2,13,11,87.66,0,1.8
14,75,0,0,6/9/2016 2:00,19.74,19.73,0,9873.2,13,11.9,93.04,0,1.9
14,75,0,0,6/9/2016 3:00,19.67,19.69,0,9873.2,11,10,93.55,0,3.6
13,76,0,0,6/9/2016 4:00,19.61,19.65,0,9873.2,11,11,100,0,1.8
14,75,0,0,6/9/2016 5:00,19.55,19.62,0,9873.2,10.1,10,99.37,0,1.8
15,75,0,0,6/9/2016 6:00,19.49,19.62,0,9873.2,12,12,100,0,7.6
18,75,0,0,6/9/2016 7:00,19.49,19.61,0,9873.2,14,13,93.7,0,5.4
20,75,0,0,6/9/2016 8:00,39.3,31.12,0.32,690854.5,16.1,12.8,80.94,0,7.5
21,75,0,0,6/9/2016 9:00,39.3,31.12,0.32,690854.5,20,13,64.06,0,5.4
23,75,0,0,6/9/2016 10:00,39.3,31.12,0.32,690854.5,21,12,56.4,0,11.2
25,75,0,0,6/9/2016 11:00,39.3,31.12,0.32,690854.5,23,13.8,56.16,0,8.9
26,75,0,0,6/9/2016 12:00,39.3,31.12,0.32,690854.5,24,13,50.19,0,7.6
28,75,0,0,6/9/2016 13:00,39.3,31.12,0.32,690854.5,25,12,44.27,0,3.6
34,75,0,0,6/9/2016 14:00,39.3,31.12,0.32,690854.5,26,10,36.58,0,3.9
36,75,0,0,6/9/2016 15:00,39.3,31.12,0.32,690854.5,27,8,30.09,0,7.6
38,75,0,0,6/9/2016 16:00,39.3,31.12,0.32,690854.5,27,8,30.09,0,3.6
37,75,0,0,6/9/2016 17:00,39.3,31.12,0.32,690854.5,27,8.9,32.11,0,3.6
33,75,0,0,6/9/2016 18:00,39.3,31.12,0.32,690854.5,27,8,30.09,0,7.6
23,75,0,0,6/9/2016 19:00,39.3,31.12,0.32,690854.5,25,11,41.44,0,5.4
21,75,0,0,6/9/2016 20:00,39.3,31.12,0.32,690854.5,20.1,13.8,67.06,0,8.9
20,75,0,0,6/9/2016 21:00,39.3,31.12,0.32,690854.5,19,13,68.17,0,1.8
19,75,0,0,6/9/2016 22:00,39.3,31.12,0.32,690854.5,17,13,77.3,0,7.6
18,75,0,0,6/9/2016 23:00,39.3,31.12,0.32,690854.5,17,12.9,76.95,0,1.8
18,75,0,0,6/10/2016 0:00,39.3,31.12,0.32,690854.5,17,13,77.3,0,3.6
18,75,0,0,6/10/2016 1:00,39.3,31.12,0.32,690854.5,16.9,12.9,77.42,0,7.3
17,75,0,0,6/10/2016 2:00,39.3,31.12,0.32,690854.5,16,12.9,81.93,0,5.3
17,75,0,0,6/10/2016 3:00,39.3,31.12,0.32,690854.5,16,13,82.39,0,5.4
18,75,0,0,6/10/2016 4:00,39.3,31.12,0.32,690854.5,14,13,93.7,0,3.6
17,75,0,0,6/10/2016 5:00,39.3,31.12,0.32,690854.5,16,11.9,76.81,0,3.6
19,75,0,0,6/10/2016 6:00,39.3,31.12,0.32,690854.5,15,14,93.74,0,5.4
20,75,0,0,6/10/2016 7:00,39.3,31.12,0.32,690854.5,17,15,88.01,0,0
22,75,0,0,6/10/2016 8:00,39.3,31.12,0.32,690854.5,17,14.7,86,0,5.3
25,75,0,0,6/10/2016 9:00,39.3,31.12,0.32,690854.5,19,14,72.75,0,1.8
25,75,0,0,6/10/2016 10:00,39.3,31.12,0.32,690854.5,20,13,64.06,0,3.6
26,75,0,0,6/10/2016 11:00,39.3,31.12,0.32,690854.5,22.9,13.8,56.61,0,5.3
28,75,0,0,6/10/2016 12:00,39.3,31.12,0.32,690854.5,24,15,57.14,0,3.6
27,75,0,0,6/10/2016 13:00,39.3,31.12,0.32,690854.5,25,14,50.45,0,5.4
27,75,0,0,6/10/2016 14:00,39.3,31.12,0.32,690854.5,25,13,47.18,0,5.3
32,75,0,0,6/10/2016 15:00,39.3,31.12,0.32,690854.5,24,15,57.14,0,9.4
36,75,0,0,6/10/2016 16:00,39.3,31.12,0.32,690854.5,26,14,47.54,0,5.4
27,75,0,0,6/10/2016 17:00,39.3,31.12,0.32,690854.5,26,12.9,44.3,0,3.6
24,75,0,0,6/10/2016 18:00,39.3,31.12,0.32,690854.5,25,15,53.82,0,3.6
18,75,0,0,6/10/2016 19:00,39.3,31.12,0.32,690854.5,22,17,73.28,0,7.6
18,75,0,0,6/10/2016 20:00,39.3,31.12,0.32,690854.5,18.1,15.8,86.38,0,14.2
18,75,0,0,6/10/2016 21:00,39.3,31.12,0.32,690854.5,18,17,93.88,0,5.4
18,75,0,0,6/10/2016 22:00,39.3,31.12,0.32,690854.5,17,17,100,0,3.6
18,75,0,0,6/10/2016 23:00,39.3,31.12,0.32,690854.5,17,16.8,99,0,3.6
17,75,0,0,6/11/2016 0:00,39.3,31.12,0.32,690854.5,16,16,100,0,3.6
16,75,0,0,6/11/2016 1:00,39.3,31.12,0.32,690854.5,16,16,100,0,3.6
15,75,0,0,6/11/2016 2:00,39.3,31.12,0,690854.5,14,13.9,99.44,0,3.6
15,75,0,0,6/11/2016 3:00,39.3,31.12,0.32,690854.5,13,13,100,0,5.4
15,75,0,0,6/11/2016 4:00,39.3,31.12,0.32,690854.5,13.9,13.9,99.76,0,5
16,75,0,0,6/11/2016 5:00,39.3,31.12,0.32,690854.5,13,12.9,99.76,0,3.6
17,75,0,0,6/11/2016 6:00,39.3,31.12,0.32,690854.5,14,14,99.99,0,7.6
18,75,0,0,6/11/2016 7:00,39.3,31.12,0.32,690854.5,16,15,93.79,0,7.6
20,75,0,0,6/11/2016 8:00,39.3,31.12,0.32,690854.5,18,15.8,87.18,0,5.3
21,75,0,0,6/11/2016 9:00,39.3,31.12,0.32,690854.5,20,17,82.87,0,5.4
24,75,0,0,6/11/2016 10:00,39.3,31.12,0.32,690854.5,22,16,68.77,0,1.8
26,75,0,0,6/11/2016 11:00,39.3,31.12,0.32,690854.5,24,13.9,53.32,0,3.6
27,75,0,0,6/11/2016 12:00,39.3,31.12,0.32,690854.5,26,15,50.71,0,5.4
29,75,0,0,6/11/2016 13:00,39.3,31.12,0.32,690854.5,27,13,41.99,0,7.6
29,75,0,0,6/11/2016 14:00,39.3,31.12,0.32,690854.5,26.1,13.9,47.01,0,5.5
35,75,0,0,6/11/2016 15:00,39.3,31.12,0.32,690854.5,26,14,47.54,0,5.4
28,75,0,0,6/11/2016 16:00,18.78,15.76,5.12,684300.9,28,14,42.27,0,5.4
34,75,0,0,6/11/2016 17:00,18.78,15.76,5.12,684300.9,26,13.9,47.29,0,10.9
30,75,0,0,6/11/2016 18:00,18.78,15.76,5.12,684300.9,27,11,36.81,0,13
25,75,0,0,6/11/2016 19:00,18.78,15.76,5.12,684300.9,26,13,44.55,0,7.6
24,75,0,0,6/11/2016 20:00,18.78,15.76,5.12,684300.9,23.1,12.9,52.66,0,5.5
23,75,0,0,6/11/2016 21:00,18.78,15.76,5.12,684300.9,21,13,60.23,0,5.4
23,75,0,0,6/11/2016 21:29,18.78,15.76,5.12,684300.9,0,0,0,0,0
23,75,0,0,6/11/2016 22:00,18.78,15.76,5.12,684300.9,22,13,56.65,0,7.6
22,75,0,0,6/11/2016 23:00,18.78,15.76,5.12,684300.9,21,12.8,59.57,0,1.8
21,75,0,0,6/12/2016 0:00,18.78,15.76,5.12,684300.9,20,14,68.37,0,5.4
21,75,0,0,6/12/2016 1:00,18.78,15.76,5.12,684300.9,20,14,68.37,0,1.8
19,75,0,0,6/12/2016 2:00,18.78,15.76,5.12,684300.9,18.1,13.8,75.89,0,3.6
20,75,0,0,6/12/2016 3:00,18.78,15.76,5.12,684300.9,18,13,72.57,0,1.8
20,75,0,0,6/12/2016 4:00,18.78,15.76,5.12,684300.9,18,14,77.46,0,1.8
19,75,0,0,6/12/2016 5:00,39.3,31.12,5.12,684300.9,17,13.7,80.9,0,3.6
20,75,0,0,6/12/2016 6:00,39.3,31.12,5.12,684300.9,18,13,72.57,0,3.6
22,75,0,0,6/12/2016 7:00,39.3,31.06,3.66,684300.9,18,16,88.1,0,0
25,75,0,0,6/12/2016 8:00,39.3,31.06,3.66,684300.9,20,14.9,72.57,0,0
26,75,0,0,6/12/2016 9:00,39.3,31.06,3.66,684300.9,22,15,64.5,0,1.8
26,75,0,0,6/12/2016 10:00,39.3,31.06,3.66,684300.9,23,14,56.9,0,9.4
22,75,0,0,6/12/2016 11:00,39.3,31.06,3.66,684300.9,24,14.9,56.76,0,5.5
18,75,0,0,6/12/2016 12:00,39.3,31.06,3.66,684300.9,20,16,77.76,0,11.2
20,75,0,0,6/12/2016 13:00,39.3,31.06,3.66,684300.9,19,16,82.75,0,13
24,75,0,0,6/12/2016 14:00,39.07,31.12,3.66,684300.9,19,16.9,87.89,0,12.3
24,75,0,0,6/12/2016 15:00,39.07,31.12,3.66,684300.9,21,15,68.57,0,7.6
22,75,0,0,6/12/2016 16:00,39.07,31.12,3.66,684300.9,22,14,60.46,0,11.2
25,75,0,0,6/12/2016 17:00,39.07,31.12,3.66,684300.9,21,13.9,64.06,0,10.9
25,75,0,0,6/12/2016 18:00,39.07,31.12,3.66,684300.9,22,14,60.46,0,9.4
21,75,0,0,6/12/2016 19:00,39.07,31.12,3.66,684300.9,21,13,60.23,0,9.4
20,75,0,0,6/12/2016 20:00,39.07,31.12,3.66,684300.9,19.1,12.9,67.4,0,7.3
19,75,0,0,6/12/2016 21:00,39.07,31.12,3.66,684300.9,18,13,72.57,0,1.8
19,75,0,0,6/12/2016 22:00,39.07,31.12,3.66,684300.9,18,13,72.57,0,7.6
19,75,0,0,6/12/2016 23:00,39.07,31.12,3.66,684300.9,18,13.9,77.08,0,5.4
16,75,0,0,6/13/2016 0:00,39.07,31.12,3.66,684300.9,17,15,88.01,0,5.4
17,75,0,0,6/13/2016 1:00,39.07,31.12,5.12,684300.9,17,16,93.84,0,16.6
17,75,0,0,6/13/2016 2:00,38.8,31.12,3.66,684300.9,16.9,15.9,93.71,0,7.6
16,75,0,0,6/13/2016 3:00,38.8,31.12,3.66,684300.9,16,16,100,0,5.4
16,75,0,0,6/13/2016 4:00,38.8,31.12,3.66,684300.9,16,16,100,0,1.8
16,75,0,0,6/13/2016 5:00,38.8,31.12,3.66,684300.9,16,15.9,99.72,0,0
18,75,0,0,6/13/2016 6:00,38.8,31.12,3.66,684300.9,16,16,100,0,1.8
19,75,0,0,6/13/2016 7:00,38.8,31.12,3.66,684300.9,17,17,100,0,1.8
19,75,0,0,6/13/2016 8:00,38.8,31.12,3.66,684300.9,17.9,16.9,93.71,0,1.9
21,75,0,0,6/13/2016 9:00,38.8,31.12,3.66,684300.9,18,16,88.1,0,7.6
22,75,0,0,6/13/2016 10:00,38.8,31.12,3.66,684300.9,19,16,82.75,0,11.2
24,75,0,0,6/13/2016 11:00,38.8,31.12,3.66,684300.9,19.9,15.9,77.65,0,7.5
24,75,0,0,6/13/2016 12:00,38.8,31.12,5.12,684300.9,21,16,73.11,0,7.6
23,75,0,0,6/13/2016 13:00,38.8,31.12,5.12,684300.9,21,16,73.11,0,11.2
24,75,0,0,6/13/2016 14:00,38.8,31.12,5.12,684300.9,20,14.9,72.27,0,8.9
25,75,0,0,6/13/2016 15:00,38.8,31.12,5.12,684300.9,21,15,68.57,0,3.6
23,75,0,0,6/13/2016 16:00,39.3,31.12,5.13,684300.9,21,15,68.57,0,3.6
23,75,0,0,6/13/2016 17:00,39.3,31.12,5.13,684300.9,21,14.8,67.79,0,7.5
22,75,0,0,6/13/2016 18:00,39.3,31.12,5.13,684300.9,21,14,64.28,0,5.4
21,75,0,0,6/13/2016 19:00,39.3,31.12,5.13,684300.9,21,14,64.28,0,1.8
17,75,0,0,6/13/2016 20:00,39.3,31.12,5.13,684300.9,19.9,13.8,67.85,0,1.9
17,75,0,0,6/13/2016 21:00,39.3,31.12,5.13,684300.9,17,17,100,0,3.6
16,75,0,0,6/13/2016 22:00,39.3,31.12,5.13,684300.9,16,16,100,0,5.4
16,75,0,0,6/13/2016 23:00,39.3,31.12,5.13,684300.9,15.9,14.9,93.7,0,3.6
16,75,0,0,6/13/2016 23:37,39.3,31.12,3.66,684300.9,0,0,0,0,0
16,75,0,0,6/14/2016 0:00,39.3,31.12,3.66,684300.9,15,15,100,0,3.6
16,75,0,0,6/14/2016 1:00,39.3,31.12,3.66,684300.9,15,15,100,0,0
16,75,0,0,6/14/2016 2:00,39.3,31.12,3.66,684300.9,15,14.9,99.63,0,3.6
16,75,0,0,6/14/2016 3:00,39.3,31.12,3.66,684300.9,15,15,100,0,3.6
17,75,0,0,6/14/2016 4:00,20.19,20.13,0,9873.2,15,15,100,0,1.8
16,75,0,0,6/14/2016 5:00,20.17,20.13,0,9873.2,15.9,15.9,99.68,0,3.6
17,75,0,0,6/14/2016 6:00,20.15,20.13,0,9873.2,15,15,100,0,0
16,75,0,0,6/14/2016 7:00,20.12,20.1,0,9873.2,16,16,100,0,5.4
19,75,0,0,6/14/2016 8:00,39.3,31.12,3.66,684300.9,16,15.9,99.76,0,3.6
19,75,0,0,6/14/2016 9:00,39.3,31.12,3.66,684300.9,17,16,93.84,0,3.6
21,75,0,0,6/14/2016 10:00,39.3,31.12,3.66,684300.9,17,16,93.84,0,3.6
20,75,0,0,6/14/2016 11:00,39.3,31.12,3.66,684300.9,19,15.9,82.25,0,8.9
25,75,0,0,6/14/2016 12:00,39.3,31.12,3.66,684300.9,18,16,88.1,0,3.6
24,75,0,0,6/14/2016 13:00,39.3,31.12,3.66,684300.9,21,17,77.91,0,11.2
30,75,0,0,6/14/2016 14:00,20.24,20.16,0,9873.2,20.9,16.9,77.46,0,7.3
31,75,0,0,6/14/2016 15:00,39.3,31.12,3.66,684300.9,19.7,13.5,67.42,0,5.8
33,75,0,0,6/14/2016 16:00,39.3,31.12,3.66,684300.9,24,16,60.92,0,3.6
31,75,0,0,6/14/2016 17:00,39.3,31.12,3.66,684300.9,24,14.9,56.83,0,7.5
33,75,0,0,6/14/2016 18:00,39.3,31.12,3.66,684300.9,23,16,64.71,0,9.4
24,75,0,0,6/14/2016 19:00,39.3,31.12,3.66,684300.9,24,15,57.14,0,1.8
20,75,0,0,6/14/2016 20:00,39.3,31.12,3.66,684300.9,21.9,14.9,64.41,0,1.9
19,75,0,0,6/14/2016 21:00,39.3,31.12,3.66,684300.9,19,15,77.61,0,3.6
18,75,0,0,6/14/2016 22:00,39.3,31.12,3.66,684300.9,18,16,88.1,0,5.4
17,75,0,0,6/14/2016 23:00,39.3,31.12,3.66,684300.9,17,15.8,92.9,0,5.3
16,75,0,0,6/15/2016 0:00,39.3,31.12,3.66,684300.9,16,15,93.79,0,3.6
16,75,0,0,6/15/2016 1:00,39.3,31.12,3.66,684300.9,16,15,93.79,0,3.6
16,75,0,0,6/15/2016 2:00,39.3,31.12,3.66,684300.9,15.9,14.8,93.66,0,5.3
15,75,0,0,6/15/2016 3:00,39.3,31.12,3.66,684300.9,15,15,100,0,5.4
15,75,0,0,6/15/2016 4:00,39.3,31.12,3.66,684300.9,14,14,100,0,9.4
15,75,0,0,6/15/2016 5:00,39.3,31.12,3.66,684300.9,13,12.9,99.52,0,5.4
17,75,0,0,6/15/2016 6:00,39.3,31.12,3.66,684300.9,14,14,100,0,5.4
19,75,0,0,6/15/2016 7:00,39.3,31.12,3.66,684300.9,17,15,88.01,0,5.4
21,75,0,0,6/15/2016 8:00,39.3,31.12,3.66,684300.9,18.9,14.9,77.35,0,3.6
24,75,0,0,6/15/2016 9:00,39.3,31.12,3.66,684300.9,22,15,64.5,0,1.8
25,75,0,0,6/15/2016 10:00,39.3,31.12,3.66,684300.9,23,15,60.69,0,11.2
27,75,0,0,6/15/2016 11:00,39.3,31.12,3.66,684300.9,23.9,14.9,56.87,0,8.9
28,75,0,0,6/15/2016 12:00,39.3,31.12,3.66,684300.9,25,16,57.38,0,13
28,75,0,0,6/15/2016 13:00,39.3,31.12,3.66,684300.9,26,15,50.71,0,14.8
33,75,0,0,6/15/2016 14:00,20.34,20.21,0,9873.2,26,14.9,50.42,0,14.5
34,75,0,0,6/15/2016 15:00,20.38,20.25,0,9873.2,26,15,50.71,0,9.4
34,75,0,0,6/15/2016 16:00,20.43,20.26,0,9873.2,28,14,42.27,0,13
35,75,0,0,6/15/2016 17:00,20.47,20.29,0,9873.2,27.9,13.9,42.21,0,14.5
32,75,0,0,6/15/2016 18:00,20.52,20.31,0,9873.2,27,13,41.99,0,16.6
25,75,0,0,6/15/2016 19:00,20.56,20.31,0,9873.2,26,13,44.55,0,14.8
23,75,0,0,6/15/2016 20:00,20.57,20.3,0,9873.2,23.1,13.9,56.34,0,9.5
22,75,0,0,6/15/2016 21:00,20.55,20.29,0,9873.2,22,13,56.65,0,5.4
20,75,0,0,6/15/2016 22:00,20.52,20.28,0,9873.2,20,13,64.06,0,5.4
19,75,0,0,6/15/2016 23:00,20.5,20.27,0,9873.2,18.1,12.9,71.99,0,3.6
17,75,0,0,6/16/2016 0:00,20.46,20.23,0,9873.2,18,14,77.46,0,1.8
16,75,0,0,6/16/2016 1:00,20.4,20.19,0,9873.2,15,13,87.83,0,1.8
16,75,0,0,6/16/2016 2:00,20.35,20.16,0,9873.2,15.9,13,82.77,0,3.6
15,75,0,0,6/16/2016 3:00,20.29,20.14,0,9873.2,14,13,93.7,0,5.4
15,75,0,0,6/16/2016 4:00,20.21,20.1,0,9873.2,13,12,93.64,0,1.8
16,75,0,0,6/16/2016 5:00,20.13,20.08,0,9873.2,13.9,12.9,93.6,0,9.4
18,75,0,0,6/16/2016 6:00,6.02,51.6,0,684300.9,15,13,87.83,0,5.4
20,75,0,0,6/16/2016 7:00,6.02,51.6,0,684300.9,18,14,77.46,0,7.6
22,75,0,0,6/16/2016 8:00,6.02,51.6,0,684300.9,19.9,13.9,68.35,0,5.3
25,75,0,0,6/16/2016 9:00,6.02,51.6,0,684300.9,22,14,60.46,0,3.6
26,75,0,0,6/16/2016 10:00,6.02,51.6,0,684300.9,25,15,53.82,0,11.2
28,75,0,0,6/16/2016 11:00,6.02,51.6,0,684300.9,26.9,14.9,47.69,0,9.2
30,75,0,0,6/16/2016 12:00,6.02,51.6,0,684300.9,28,13,39.61,0,11.2
31,75,0,0,6/16/2016 13:00,6.02,51.6,0,684300.9,30,12,33.03,0,11.2
30,75,0,0,6/16/2016 14:00,6.02,51.6,0,684300.9,29,12.1,35.14,0,10.9
31,75,0,0,6/16/2016 15:00,6.02,51.6,0,684300.9,28,14,42.27,0,11.2
39,75,0,0,6/16/2016 16:00,6.02,51.6,0,684300.9,28,15,45.09,0,3.6
35,75,0,0,6/16/2016 17:00,6.02,51.6,0,684300.9,30,14.9,39.99,0,9.2
30,75,0,0,6/16/2016 18:00,6.02,51.6,0,684300.9,29,15,42.55,0,11.2
26,75,0,0,6/16/2016 19:00,6.02,51.6,0,684300.9,28,15,45.09,0,5.4
25,75,0,0,6/16/2016 20:00,6.02,51.6,0,684300.9,26,16,53.95,0,8.9
24,75,0,0,6/16/2016 21:00,6.02,51.6,0,684300.9,25,15,53.82,0,9.4
23,75,0,0,6/16/2016 22:00,6.02,51.6,0,684300.9,24,15,57.14,0,9.4
22,75,0,0,6/16/2016 23:00,6.02,51.6,0,684300.9,21.1,15.9,72.29,0,8.9
23,75,0,0,6/17/2016 0:00,6.02,51.6,0,684300.9,21,16,73.11,0,11.2
22,75,0,0,6/17/2016 1:00,6.02,51.6,0,684300.9,22,16,68.77,0,7.6
23,75,0,0,6/17/2016 2:00,6.02,51.6,0,684300.9,21,15.8,72.07,0,8.9
22,75,0,0,6/17/2016 3:00,6.02,51.6,0,684300.9,23,15,60.69,0,9.4
22,75,0,0,6/17/2016 4:00,6.02,51.6,0,684300.9,23,14,56.9,0,5.4
23,75,0,0,6/17/2016 5:00,6.02,51.6,0,684300.9,22,13.9,60.26,0,8.9
25,75,0,0,6/17/2016 6:00,6.02,51.6,0,684300.9,23,14,56.9,0,9.4
26,75,0,0,6/17/2016 7:00,6.02,51.6,0,684300.9,24,15,57.14,0,13
28,75,0,0,6/17/2016 8:00,6.02,51.6,0,684300.9,24.9,15.8,57,0,5.3
31,75,0,0,6/17/2016 9:00,6.02,51.6,0,684300.9,26,17,57.62,0,5.4
33,75,0,0,6/17/2016 10:00,6.02,51.6,0,684300.9,29,17,48.34,0,5.4
35,75,0,0,6/17/2016 11:00,6.02,51.6,0,684300.9,30,15.9,42.36,0,9.2
35,75,0,0,6/17/2016 12:00,6.02,51.6,0,684300.9,31,17,43.09,0,11.2
37,75,0,0,6/17/2016 13:00,6.02,51.6,0,684300.9,32,17,40.71,0,16.6
40,75,0,0,6/17/2016 14:00,6.02,51.6,0,684300.9,34,15,32.1,0,12.3
40,75,0,0,6/17/2016 15:00,6.02,51.6,0,684300.9,34,16,34.14,0,18.4
39,75,0,0,6/17/2016 16:00,6.02,51.6,0,684300.9,35,17,34.41,0,14.8
39,75,0,0,6/17/2016 17:00,52.1,31.12,5.35,684300.9,34,17.9,38.49,0,12.8
33,75,0,0,6/17/2016 18:00,52.1,31.12,5.35,684300.9,32,18,43.36,0,9.4
31,75,0,0,6/17/2016 19:00,52.1,31.12,5.35,684300.9,31,17,43.09,0,11.2
29,75,0,0,6/17/2016 20:00,52.1,31.12,5.35,684300.9,30,16,43.03,0,5.3
27,75,0,0,6/17/2016 21:00,52.1,31.12,5.35,684300.9,27,19,61.6,0,7.6
26,75,0,0,6/17/2016 22:00,52.1,31.12,5.35,684300.9,27,18,57.86,0,5.4
25,75,0,0,6/17/2016 23:00,52.1,31.12,5.35,684300.9,24.9,18.8,68.82,0,1.8
24,75,0,0,6/18/2016 0:00,21.39,20.87,0,9873.2,24,18,69.15,0,7.6
23,75,0,0,6/18/2016 1:00,52.1,31.12,5.35,684300.9,22,18,78.06,0,1.8
22,75,0,0,6/18/2016 2:00,52.1,31.12,5.35,684300.9,20.1,17.8,86.69,0,1.9
22,75,0,0,6/18/2016 3:00,52.1,31.12,5.35,684300.9,21,18,82.99,0,11.2
22,75,0,0,6/18/2016 4:00,52.1,31.12,5.35,684300.9,19,17,88.18,0,1.8
